date,year,type,country,area,location,activity,sex,age,injury,fatal_(y/n),time,species,investigator_or_source,hour,type_spec
30-May-1937,1937,Provoked,USA,Texas,Galveston,Fishing,M,,Leg nipped by hooked shark PROVOKED INCIDENT,N,,4' SHARK,"Galveston Daily News, 6/1/1937",,WHITE
15-May-1937,1937,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville","Refused permission to cross on the ferry, he was swimming across the river",M,33,"FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",Y,Night,2 DAYS LATER A 600-LB SHARK WAS CAUGHT 100 YARDS FROM THE SITE,"V.M. Coppleson (1958), pp.90 & 238",,
26-Mar-1937,1937,Invalid,AUSTRALIA,New South Wales,South Cronulla,Bathing,M,16,His body was recovered 2 days later but shark involvement prior to death was not confirmed,N,,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,"Canberra Times, 3/29/1937, p.1",,
09-Mar-1937,1937,Invalid,AUSTRALIA,Victoria,Port Melbourne,Swimming,M,43,Shark involvement prior to death was not confirmed,N,,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,"Canberra Times, 3/10/1937;Sydney Morning Herald, 3/10/1937; Whitley, p.264",,BLUE
13-Feb-1937,1937,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,M,32,"FATAL, buttocks, ankle & right elbow bitten ",Y,15h20,WHITE SHARK,"V.M. Coppleson (1958), pp.77 & 234; A. Sharpe, p.84; J.West, ASAF",15,
11-Feb-1937,1937,Unprovoked,AUSTRALIA,New South Wales,Kempsey,Swimming ashore after launch capsized,M,,Foot bitten,N,,NAN,"Canberra Times, 2/12/1937",,NURSE
04-Feb-1937,1937,Boating,AUSTRALIA,New South Wales, Botany Bay ,Fishing,,,"No injury to occupants, launch holed",N,03h00,NAN,"Canberra Times, 2/5/1937",03,
03-Feb-1937,1937,Provoked,AUSTRALIA,Queensland,Moreton Island,Fishing,M,20,Left shoulder bitten by netted shark PROVOKED INCIDENT,Y,,"3' ""BLUE NOSED"" SHARK","G.P. Whitley, p.264",,
1937,1937,Invalid,AUSTRALIA,South Australia,Port Germein,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,M,,"15' shark seen with the man's body in its mouth, but shark involvement prior to death was not confirmed",N,Night,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,"West Australian, 2/8/1937; G.P. Whitley",,
27-Jan-1937,1937,Provoked,AUSTRALIA,New South Wales,"Lake Conjola, near Milton",Holding shark's tail ,M,18,Bitten on forearm PROVOKED INCIDENT,N,,"GREY NURSE SHARK, 8'","Northern Standard, 1/29/1937",,
1937,1937,Unprovoked,AUSTRALIA,Torres Strait,,,M,,Survived,N,,NAN,"Rpt. Dept. Harb. Mar. (Qld), 1937, p.13; G.P. Whitley, p.264",,
30-Dec-1936,1936,Unprovoked,USA,Hawaii,"Honokohau, Maui","Diving, attempting to retrieve body of drowning victim wedged between rocks",M,,Thigh lacerated,N,,6 M [20']  SHARK,"J. Borg, p.71; L. Taylor (1993), pp.98-99",,WHITE
19-Dec-1936,1936,Boating,AUSTRALIA,Queensland,Brisbane River,Sculling,,,"No injury to occupant. Shark damaged scull, tooth fragments recovered",N,,3 M [10'] SHARK,"G.P. Whitley, p.264; V.M. Coppleson (1958), p. 187",,
15-Dec-1936,1936,Provoked,AUSTRALIA,New South Wales,Newcastle Harbor,Fishing for the shark that killed George Lundberg,,,Hooked shark bit rudder PROVOKED INCIDENT,N,,NAN,"V.M. Coppleson (1958), pp.182-183",,
12-Dec-1936,1936,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,M,15,"FATAL, leg severed at knee",Y,11h30,NAN,"V.M. Coppleson (1958), p.234",11,
01-Dec-1936,1936,Boating,AUSTRALIA,Victoria,Mordialloc,Fishing,M,50,"FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",Y,,THOUGHT TO INVOLVE A 12' WHITE SHARK,"The Age, 12/4/1936",,TIGER
27-Nov-1936,1936,Provoked,AUSTRALIA,Torres Strait,Near Thursday Island,Spearfishing ,M,,Speared shark bit his hand PROVOKED INCIDENT,N,,0.9 M [3']  SHARK,"Whitley, p.264; V.M. Coppleson (1958), p.244",,
Reported 11-Sep-1936,1936,,VIETNAM,,Saigon,Wreck of a sampam,M,,FATAL,Y,,NAN,"Lansing State Journal, 9/11/1936",,
04-Sep-1936,1936,Unprovoked,USA,Hawaii,"Lahaina, Maui",Swimming,M,,Leg lacerated,N,,NAN,"J. Borg, p.71; L. Taylor (1993), pp.96-97",,
24-Aug-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,"Trochus diving, but floating on surface",M,,Flexed right leg bitten,Y,,LARGE TIGER SHARK SEEN IN THE VICINITY THE FOLLOWING MORNING,"G.P. Whitley, p.264; V.M. Coppleson (1958), p.244",,
13-Aug-1936,1936,Unprovoked,ICELAND,Fishing Grounds,,Swept overboard,M,,"Bond's foot was injured, Kinch's back was injured",N,,NAN,"The Guardian, 8/27/1936",,WHITE
11-Aug-1936,1936,Provoked,CANADA,Newfoundland,Georges Bank,Fishing for cod,,,"No injury to occupants, hooked shark leapt onboard boat PROVOKED INCIDENT",N,,"SHOVELNOSE SHARK, 6 M [20'] ","NY Times, 8/13/1936, p.25, col.6",,BLUE
Reported 04-Aug-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,Bathurst Island,Pearl diving,M,,Torso bitten ,N,,NAN,"Nortnern Standard, 8/4/1936",,
Aug-1936,1936,Boating,USA,North Carolina,"Pamlico Sound off Frisco, Dare County",Fishing,M,13,Shark rammed boat; no injury to occupants,N,,NAN,"C. Creswell, GSAF",,
25-Jul-1936,1936,Unprovoked,USA,Massachusetts,"Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay",Swimming crawl stroke,M,16,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",Y,15h30,WHITE SHARK (IDENTIFIED BY DR. HUGH SMITH) ,"B. R. Tilden, M.D.; NY Times, 7/26/1936, p.2;  E.W. Gudger (1950); V.M. Coppleson (1958), pp. 150 & 253; H.D. Baldridge, p. 35",15,TIGER
12-Jul-1936,1936,Boating,USA,New Jersey,"Long Branch, Monmouth County (offshore)",Fishing for bluefish,,,"No injury to occupants, shark leapt onboard boat",N,15h00,"BLUE SHARK, 8' [2.4 M], 500-LB ","NY Times, 6/13/1936 ",15,
07-Jul-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,Off Nepean Island,Diving,M,,Survived? Admitted to Thursday Island Hospital,N,,NAN,"V.M. Coppleson (1958), p.244",,TIGER
Jul-1936,1936,Boating,SOUTH AFRICA,Western Cape Province,Cape Point,"Fishing, catching snoek, Thyrsites atun",,,"Shark leapt onboard & into fishwell, tossing a crew member, Pepino, in the sea",N,,NAN,"T. Wallett, p.25",,
26-Jun-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,Nepean Island,"Diving for trochus , but swimming on surface",M,16,FATAL,Y,,"TIGER SHARK, 2.4 M [8']","Sydney Morning Herald, 7/7/1936; V.M. Coppleson (1958), p.244",,
06-Jun-1936,1936,Unprovoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Swimming,M,,FATAL,Y,,NAN,"Evening Independent, 6/8/1936",,
22-Apr-1936,1936,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving for trochus,M,16,"Arm & back bitten, heel lacerated",N,10h00,"TIGER SHARK, 4.6 M [15'] ","Sydney Morning Herald, 4/23/1936",10,
08-Ap-1936,1936,Unprovoked,AUSTRALIA,Queensland,Arlington Reef near Cairns,Diving,M,,Arm severed,N,,NAN,"The Argus, 4/9/1936",,
30-Mar-1936,1936,Provoked,USA,Florida,"Miami, Miami-Date County",Fishing,M,,No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT ,N,,650-LB SHARK,"NY Times, 4/1/1936, p.27, col.1",,
12-Mar-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,"Near Shelburne Bay, Queenland",Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,M,,Survived,N,,NAN,"Coppleson (1958), p.244; The Argus, 4/9/1936",,
19-Mar-1936,1936,Unprovoked,AUSTRALIA,Queensland,"Near Forbes Island, Barrier Reef",Diving for trochus,M,,Right forearm lacerated,N,,NAN,"G.P. Whitley, p.263; V.M. Coppleson (1958), p.244",,WHITE
04-Mar-1936,1936,Boating,AUSTRALIA,Northern Territory,Between Cape Hotham & Darwin (50 miles from Darwin),Rowing ,,,"No injury to occupants, shark almost wrenched oar from aborigine",N,,NAN,"G.P. Whitley, p.263; V.M. Coppleson (1958), p.186",,WHITE
23-Feb-1936,1936,Provoked,AUSTRALIA,New South Wales,"Angourie, near Yamba",Touching the mouth of a supposedly dead shark,F,,Finger bitten PROVOKED INCIDENT,N,,NAN,"Coppleson (1958), p. 176; G.P. Whitley, p.263",,
Reported 20-Feb-1936,1936,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Sculling,M,,"No injury, scull sank",N,,10' SHARK,"Nevada State Journal, 5/2/1936",,
04-Feb-1936,1936,Unprovoked,AUSTRALIA,New South Wales,"South Steyne, Manly",Swimming,M,14,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,15h00,WHITE SHARK,"V.M. Coppleson (1958), pp.67 & 234; A. Sharpe, p.68; A. MacCormick, p.169; J. West, ASAF",15,
22-Jan-1936,1936,Unprovoked,AUSTRALIA,South Australia,"West Beach, near Adelaide","Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,FATAL ,Y,18h00,WHITE SHARK,"Sydney Morning Herald, 1/23/1936; V.M. Coppleson (1958), pp.107 & 240;  A. Sharpe, p.120; J. West, ASAF",18,
05-Jan-1936,1936,Invalid,AUSTRALIA,Queensland,"Main Beach, Southport",Surfing,M,17,Disappeared & his torn clothing washed ashore,N,,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,"Canberra Times, 1/7/1936; V.M. Coppleson, p.92-93",,
Jan-1936,1936,Provoked,AUSTRALIA,New South Wales,North Bondi,Paddleskiing,M,,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",N,,2.3 M [7'] SHARK,"V.M. Coppleson (1958), p.41",,
1936,1936,Unprovoked,AUSTRALIA,Victoria ,"Port Phillip Bay, Port Melbourne",Swimming ,M,,FATAL ,Y,,NAN,"J. Green, p.33; V.M. Coppleson (1958), p.241",,
23-Dec-1935,1935,Provoked,AUSTRALIA,Victoria,150 yards from the pier at Lorne,Cruising,,,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT",N,,4.3 M [14'] SHARK,"V.M. Coppleson (1958), p.183",,
13-Nov-1935,1935,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving?,M,20,Back & arm gashed but survived,N,,NAN,"NY Times, 11/16/1935; Sun (Sydney) 1/13/1936 (pictures of healed wounds);  V.M. Coppleson (1958), p.244",,
21-Sep-1935,1935,Unprovoked,USA,North Carolina,"Brown’s Inlet on New River, Onslow Beach",Swimming,M,38,"FATAL, thigh bitten ",Y,20h30,NAN," F. Schwartz, p.23; C. Creswell, GSAF",20,
Reported 04-Sep-1935,1935,Unprovoked,PAPUA NEW GUINEA,Central Province,Hula,Swimming,M,,FATAL,Y,,NAN,"Cairns Post, 9/24/1935",,
26-Aug-1935,1935,Unprovoked,AUSTRALIA,Queensland,"At Flat Top, near Mackay","Fell overboard, hanging onto lifebuoy",M,38,"FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,Night,3.7 M [12'] SHARK,"V.M. Coppleson (1958), p.22; G. P. Whitley",,
24-Aug-1935,1935,Invalid,UNITED KINGDOM,Isle of Wight,Atherfield,Fishing,M,,"The hooked shark didn't cut his finger, he was injured by his line",N,,INVALID,"C. Moore, GSAF. Isle of Wight Press",,
13-Aug-1935,1935,Unprovoked,AUSTRALIA,Torres Strait,"Near Warrior Reefs, Queensland",Diving for beche-de-mer from lugger,M,,"FATAL, right buttock & thigh bitten ",Y,,NAN,"J. Green, p.33; V.M. Coppleson (1958), p.243",,
27-Jul-1935,1935,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,M,23,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",Y,,INVALID,"N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier",,
27-Jul-1935,1935,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,M,53,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem ",Y,,INVALID,"N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier",,
05-Jul-1935,1935,Unprovoked,PANAMA,,off Culebra,"Fishing with dynamite, afterwards in water retrieving catch",M,14,"FATAL, leg severed ",Y,,NAN,"New York Times, 7/6/1935",,
01-Jul-1935,1935,Unprovoked,CROATIA,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",Swimming,F,22,FATAL,Y,15h00,NAN,"C. Moore, GSAF",15,
18-Jun-1935,1935,Unprovoked,USA,New Jersey,50 miles offshore,"Fishing for bluefish, shark leapt into dory",M,31,Arm lacerated by a shark that leapt onto boat ,N,,4.6 M [15'] SHARK,"NY Times, 6/19/1935, p.21 ",,WHITE
Reported 05-Jun-1935,1935,Unprovoked,SOLOMON ISLANDS,Makira-Uluwa Province,Makira Island,Fishing,M,,FATAL,Y,,NAN,"Sydney Mail, 6/5/1935",,
Jun-1935,1935,Boating,AUSTRALIA,South Australia,Off Port Broughton,,,,Shark bumped dinghy twice,N,,NAN,"Australian Woman's Weekly, 8/27/1938",,
Jun-1935,1935,Unprovoked,PAPUA NEW GUINEA,Northern (Oro) Province,"Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)",,,,"Samoan missionary, Filemani, caught an 8'6"" shark after it had killed 1 man & 2 boys in space of few weeks",Y,,NAN,"D.K. Webster, p.67",,
19-May-1935,1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Put foot inside a landed & supposedly dead shark,M,,"Foot bitten, required 1 week hospitalization PROVOKED INCIDENT",N,,"WHITE SHARK, 246-KG ","M. Levine, GSAF",,
12-May-1935,1935,Unprovoked,AUSTRALIA,Torres Strait,On edge of reef near Warrior Island,Pearl diving,M,,3 gashes on hand & wrist,N,,1.8 M [6'] SHARK,"V.M. Coppleson (1958), pp.103 & 243",,
25-Apr-1935,1935,Invalid,AUSTRALIA,New South Wales,Coogee,"Disappeared 11 days earlier, probable homicide victim",M,40,Captive tiger shark regurgitated his arm in the Coogee Aquarium,N,,INVALID,"A. Sharpe, pp.28-32",,
Reported 12-Apr-1935,1935,Unprovoked,,,,Diving,F,,Laceration to left leg,Y,,NAN,"Port Arthur News, 4/12/1935",,TIGER
Reported 08-Apr-1935,1935,Unprovoked,USA,California,"Hermosa Beach, Los Angeles County",,M,,Laceration to hand  ,N,,NAN,"Los Angeles Times, 4/8/1935 ",,BLUE
30-Mar-1935,1935,Unprovoked,AUSTRALIA,Queensland,Barrier Reef off Mackay,Diving from dinghy for trochus shell,M,,Buttocks injured by fin or a bump ,N,Afternoon,NAN,"G.P. Whitley citing the Sydney Morning Herald, 4/1/1935;  1951), G.P. Whitley (1951), page 192, Fide G.D. Wall, Mackay, 1946; J. Green, p.33; V.M. Coppleson (1958), pp.101 & 243",,
Reported 25-Mar-1935,1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Put foot inside mouth of supposedly dead shark,M,,Injury to foot    PROVOKED INCIDENT,N,,NAN,"Natal Coast Angler, 3/25/1935",,WHITE
20-Mar-1935,1935,Unprovoked,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,"Pearl diving, but standing in the water",M,,Left thigh abraded & 3 fingers lacerated,Y,,TIGER SHARK 3 M  [10'] ,"Sydney Morning Herald, 3/20/1935; V.M. Coppleson (1958), pp.102 & 243",,WHITE
13-Mar-1935,1935,Provoked,AUSTRALIA,Queensland,Pimpana River,Hauling in net with shark in it,M,38,Calf & shin bitten  PROVOKED INCIDENT,N,,"""BLUE NOSE SHARK""",G.P. Whitley,,
11-Mar-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Newcastle,Surfing,M,,Abrasions to shins,N,,NAN,"Sydney Morning Herald, 3/11/1935",,TIGER
09-Mar-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Swimming,M,27,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Y,12h30,"WHITE SHARK, 4 M [13'] ","V.M. Coppleson (1958), pp.65, 233 & 234; A. Sharpe, pp. 64-65,   G.P. Whitley, p.14; J. West, ASAF",12,
02-Mar-1935,1935,Unprovoked,AUSTRALIA,New South Wales,North Narrabeen Beach,Standing,M,22,"FATAL, thigh bitten ",Y,17h30,"WHITE SHARK, 3.5 M TO 4 M [11.5' TO 13'] ","Amarillo Globe, 6/21/1935, p.3; V.M. Coppleson (1958), pp.66-67 & 233;  John West",17,
14-Feb-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Austinmer,Surfing (pneumatic surfboard),M,20,"Thigh lacerated, abrasions",N,17h30,NAN,"V.M. Coppleson (1958), pp.45 & 233",17,
24-Jan-1935,1935,Unprovoked,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",Fishing,M,,"No injury, sleeve ripped",N,,"TIGER SHARK, 12' ","G.P. Whitley, p.263",,TIGER
24-Jan-1935,1935,Boating,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing for sharks,,,No injury to occupants,N,,2 SHARKS,"G.P. Whitley, p.263",,
Reported 21-Jan-1935,1935,Invalid,ISRAEL,Herzliyah,Sidny Ali,,,,human remains washed ahore,N,,SHARK INVOLVEMENT PRIOR TO DEATH UNCONFIRMED,"C. Moore, GSAF",,
17-Jan-1935,1935,Invalid,AUSTRALIA,Queensland,"Seaforth River, near MacKay",,M,,No injury; onlookers saw 10' shark heading for him and lifted him ashore,Y,,INVALID,"G.P. Whitley, p.263",,
31-Dec-1934,1934,Unprovoked,AUSTRALIA,New South Wales,George’s River at Kentucky,Splashing,F,13,Hands severed,N,20h15,"TIGER SHARK, 1.5 M [5'] ","V.M. Coppleson (1958), pp.67 & 233; A. Sharpe, pp.90-91",20,
31-Dec-1934,1934,Unprovoked,AUSTRALIA,New South Wales," St. George’s River at Moorebank, near Milperra Bridge",Swimming (lead swimmer in race),M,19,"FATAL, left leg bitten ",Y,16h30,NAN,"V.M. Coppleson (1958), pp.67 & 233;  A. Sharpe, pp.89-90]",16,
23-Dec-1934,1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy  on the Brisbane Waters,Taken as he dived into the water,M,14,FATAL,Y,13h00,NAN,"V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",13,
23-Oct-1934,1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,Swimming & splashing,M,12,Leg injured,N,13h00,NAN,"J. Green, pp.10 & 33 corrects earlier accounts that gave the location as Queensland; V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",13,
09-Oct-1934,1934,Unprovoked,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",Bathing,F,38,FATAL,Y,,NAN,"The Age, 10/27/1934;; V.M. Coppleson (1958), p.240",,WHITE
08-Oct-1934,1934,Provoked,BERMUDA,Hamilton,Hamilton Parish,Fishing,M,,Arm bitten by hooked shark PROVOKED INCIDENT,N,Night,NAN,"The Gleaner, 10/16/1934",,
22-Oct-1934,1934,Unprovoked,AUSTRALIA,Torres Strait,Warrior Reefs,Freediving for trochus shell (submerged),M,,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards ",Y,,NAN," V.M. Coppleson (1958), pp.102-103",,
08-Sep-1934,1934,Provoked,BERMUDA,Hamilton,Nine miles off Frasconi Flats,Fishing,M,,Right foot bitten by shark caught & taken onboard  by Mrs. Tucker North PROVOKED INCIDENT,N,,1.5 M [5'] SHARK,"NY Times, 9/10/193, p.10",,WHITE
27-Aug-1934,1934,Boating,ITALY,Sicily,Catania,Fishing on a boat,M,,No injury to occupants,N,,"WHITE SHARK, 4 M [13'] ",A. De Maddalena; Giudici & Fino (1989),,
Reported 26-Aug-1934,1934,Invalid,ITALY / CROATIA,,Kralievica,Swimming,F,,"Reported  to be FATAL and involve a 6m white shark, but found to be a false report; there was no attack",Y,,INVALID,"C. Moore & R. Roccini, GSAF; D. Baldridge, pp.15-16; A. De Maddalena; I. Fergusson (1996), L. Lipej (pers. Comm.)",,BLUE
26-Aug-1934,1934,Unprovoked,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,Dived into sea from launch & bitten immediately,M,,"FATAL, body was not recovered",Y,,NAN,"G.P. Whitley citing Sydney Morning Herald 8/27/1934; Sunday Mail (Brisbane) 11/18/1934; G.P. Whitley, p.262; J. Green, p.33;V.M. Coppleson (1958), p.238",,BLUE
21-Aug-1934,1934,Unprovoked,CROATIA,Adriatic Sea,"Susak (Rijeka, Istria)",Swimming,F,18,FATAL,Y,,WHITE SHARK,"NY Times, 7/10/1934, p.15; V.M. Coppleson (1958), p. 266; R. Rocconi;   D. Baldridge, p.15; A. De Maddalena; Giudici & Fino (1989), De Maddalena (2000)",,
05-Aug-1934,1934,Unprovoked,USA,Georgia,"Thunderbolt, Chatham County",Swimming,M,11,Lacerations to right leg,N,,NAN,"Cullman Democrat, 8.9/1934",,
11-Jul-1934,1934,Boating,AUSTRALIA,New South Wales,Cronulla,Fishing,N,,"No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder ",N,,"BLUE POINTER, 11' ","G.P. Whitley, ref: Daily Telegraph, 7/11/1934 & Sydney Morning Herald  7/12/1934",,
  21-Jun-1934,1934,Provoked,AUSTRALIA,New South Wales,Off Mooloolabah,Fishing,M,,Hand bitten while landing shark PROVOKED INCIDENT,N,Night,"A 6.5' ""BLUE-NOSED SHARK""","Sydney Morning Herald, 6/23 & 6/25/1934  ",,
20-Jun-1934,1934,Unprovoked,USA,Florida,"Melbourne, Brevard County",Standing,M,,FATAL,Y,,NAN,"New York Herald Tribune, 6/21/1934 ",,
15-Apr-1934,1934,Unprovoked,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",Body surfing,M,34,Leg lacerated & punctured,N,09h30,NAN,"V.M. Coppleson (1958), pp.92 & 238. Note: L. Schultz lists date as 1/15/1934 ",09,
01-Apr-1934,1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Granny’s Pool, Winkelspruit",Swimming,M,,FATAL,Y,15h30,NAN,"N. Doveton; M. Levine, GSAF",15,
01-Apr-1934,1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit",Swimming ,M,12,Right thigh lacerated,N,12h00,NAN,"A.D. McArthur, M. Levine, GSAF",12,TIGER
01-Apr-1934,1934,Unprovoked,AUSTRALIA,New South Wales,North Steyne,Swimming in waist-deep water ,M,15,"FATAL, right leg lacerated",Y,12h30,4.3 M [14'] SHARK SEEN IN VICINITY,"V.M. Coppleson (1958), p. 233  ",12,
12-Mar-1934,1934,Unprovoked,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff ",Swimming in hip-deep water,M,17,"FATAL, leg & buttocks removed ",Y,15h00,4 M [13'] SHARK SEEN IN VICINITY,"V.M. Coppleson (1958), pp.66 & 232; A. Sharpe, p.67",15,
Mar-1934,1934,Provoked,AUSTRALIA,New South Wales,Cronulla,Fishing ,,,"No injury to occupants, hooked shark, snapped at rudder & then attacked boat PROVOKED INCIDENT",N,,"MAKO SHARK, 3.7 M [12'] IDENTIFIED BY TOOTH FRAGMENTS BY G.P. WHITLEY","V.M. Coppleson (1958), p.182; G.P. Whitley ",,
24-Feb-1934,1934,Unprovoked,AUSTRALIA,Torres Strait,Adolphus Channel,Splashing in water ,M,,"Lacerated knee & foot, deep puncture wounds",N,12h00,3.4 M [11']  TIGER SHARK & A 5' SHARK,"V.M. Coppleson (1958), p.243",12,
